,h,s,v,num
262246,108,126,125,108
278628,109,131,125,88
281236,155,103,99,85
293733,145,142,95,73
293734,155,102,100,73
296103,155,116,90,71
297210,149,108,92,70
299907,109,132,124,68
300909,149,109,91,67
302229,144,139,97,66
304755,155,104,101,64
304756,145,102,125,64
307218,108,122,125,62
307446,155,117,87,62
310048,144,108,125,60
311489,145,144,94,59
312965,139,102,125,58
313180,109,120,125,58
313181,109,133,123,58
315800,146,104,125,56
315801,147,126,111,56
316062,108,127,124,56
318667,150,122,100,54
318933,108,129,125,54
320183,149,110,90,53
320184,147,127,110,53
321812,149,113,88,52
321813,145,105,121,52
322149,109,129,125,52
322312,145,168,94,52
323432,157,110,102,51
325199,149,106,94,50
325200,150,124,99,50
326725,109,134,122,49
326971,152,106,96,49
327250,108,130,122,49
328753,149,107,93,48
328754,149,112,89,48
328755,146,110,125,48
329150,108,129,123,48
329151,108,106,125,48
330603,156,110,102,47
330604,147,103,121,47
332288,155,113,90,46
332289,145,108,125,46
332902,142,141,125,46
334176,155,103,102,45
336142,147,125,112,44
336831,146,154,93,44
336832,145,166,95,44
338131,146,106,123,43
340096,140,102,125,42
340097,155,115,89,42
340098,155,104,98,42
340099,145,105,122,42
340206,142,131,125,42
340216,138,103,119,42
342375,146,143,91,41
342376,146,113,122,41
342377,147,131,107,41
344058,108,131,121,40
344432,155,102,103,40
344533,141,102,118,40
344538,138,102,125,40
346661,144,136,101,39
346662,156,111,101,39
346663,150,125,98,39
347371,145,170,93,39
349040,144,102,125,38
349041,147,132,106,38
349042,149,113,106,38
349043,151,119,101,38
349159,141,133,125,38
349864,146,159,90,38
351270,151,104,93,37
351271,147,104,120,37
351272,145,127,122,37
351273,147,129,109,37
351429,134,105,112,37
351707,108,124,123,37
351872,145,165,94,37
353611,142,104,125,36
353612,149,115,104,36
353613,150,109,108,36
354637,146,149,96,36
354638,146,164,92,36
354639,146,160,89,36
356220,155,116,88,35
356221,154,119,90,35
356222,145,103,124,35
356223,147,102,115,35
356224,151,121,99,35
356902,145,158,95,35
356903,146,157,91,35
358604,151,106,91,34
358605,152,104,91,34
358606,148,109,96,34
358607,143,106,125,34
358608,150,114,103,34
358609,150,121,101,34
358610,150,119,103,34
359233,109,124,125,34
359234,109,108,125,34
359589,142,135,125,34
359590,146,152,94,34
359591,147,158,89,34
361258,151,103,94,33
361259,144,141,98,33
361260,152,103,92,33
361261,156,112,89,33
361262,157,109,103,33
361263,144,123,124,33
361264,147,107,117,33
361265,148,103,114,33
361266,150,110,107,33
361436,138,102,120,33
361449,140,102,122,33
361469,134,102,115,33
362137,146,147,97,33
362139,145,172,92,33
362140,145,164,92,33
364160,144,122,125,32
364161,147,105,119,32
364162,147,121,116,32
365234,146,155,92,32
365235,148,146,91,32
366980,144,142,97,31
366981,151,105,92,31
366982,148,104,113,31
366983,147,111,113,31
366984,150,108,109,31
366985,149,111,108,31
367538,109,122,123,31
367749,146,151,91,31
367750,146,148,93,31
367752,144,163,103,31
367753,145,165,96,31
367754,145,159,98,31
369733,143,114,116,30
369734,147,102,123,30
369735,147,124,113,30
369736,150,112,105,30
369737,151,118,102,30
369738,149,128,100,30
369938,140,105,121,30
371078,141,155,125,30
371079,145,157,96,30
371080,145,157,99,30
371081,145,154,96,30
371082,146,150,95,30
372987,145,114,98,29
372988,153,103,92,29
372989,157,106,106,29
372990,145,104,123,29
372991,147,104,113,29
373247,156,102,115,29
373619,109,131,119,29
373908,144,156,103,29
373909,144,158,102,29
373910,145,162,96,29
373911,145,160,97,29
373912,143,164,109,29
373913,147,159,88,29
375376,108,125,122,28
375788,108,132,120,28
375986,151,102,95,28
375987,149,105,95,28
375988,144,131,97,28
375989,152,103,99,28
375990,151,111,94,28
375991,151,110,95,28
375992,144,116,125,28
375993,145,110,123,28
375994,144,129,125,28
375995,147,103,114,28
375996,149,103,111,28
376222,141,102,117,28
376831,109,123,122,28
377312,156,113,88,28
377317,131,102,125,28
377330,142,152,116,28
377331,144,159,101,28
377332,145,156,95,28
377333,145,155,97,28
377334,146,165,91,28
377335,147,161,90,28
379355,144,134,103,27
379356,145,113,99,27
379357,143,105,100,27
379358,144,143,96,27
379359,144,141,96,27
379360,153,106,89,27
379361,152,109,94,27
379362,149,109,110,27
379655,134,103,114,27
380091,109,135,121,27
380529,142,153,115,27
380530,143,159,112,27
380531,143,162,110,27
380532,144,162,104,27
380533,144,172,95,27
380534,146,162,93,27
382756,142,107,122,26
382757,142,107,121,26
382758,149,103,97,26
382759,147,109,96,26
382760,155,103,92,26
382761,157,116,90,26
382762,155,108,97,26
382763,146,107,122,26
382764,143,135,125,26
382765,147,116,114,26
382766,145,106,120,26
382767,151,120,100,26
382961,143,109,122,26
382962,144,110,125,26
382963,140,104,125,26
383021,140,104,120,26
383022,140,103,121,26
383023,140,102,123,26
383625,108,123,124,26
383752,108,133,125,26
383753,109,129,121,26
383754,109,130,120,26
383755,108,133,119,26
384326,142,156,118,26
384327,142,163,117,26
384328,142,162,113,26
384329,144,160,105,26
384330,145,162,93,26
384331,145,160,94,26
384332,145,164,95,26
384333,146,162,88,26
384334,149,147,87,26
386476,142,106,123,25
386477,144,122,98,25
386478,144,137,99,25
386479,149,113,95,25
386480,152,105,97,25
386481,157,105,100,25
386482,157,107,105,25
386483,144,109,124,25
386484,146,108,120,25
386485,149,102,112,25
386486,149,114,105,25
386487,150,113,104,25
386488,156,102,110,25
386773,137,108,123,25
386783,140,102,118,25
387632,142,165,111,25
387633,142,147,120,25
387634,145,156,100,25
387635,142,167,110,25
387636,144,168,97,25
387637,145,167,93,25
390045,149,104,96,24
390046,149,114,87,24
390047,151,108,97,24
390048,146,139,88,24
390049,158,116,90,24
390050,156,113,99,24
390051,156,105,107,24
390052,146,112,125,24
390053,143,133,125,24
390054,147,102,122,24
390055,147,108,116,24
390056,147,112,112,24
390057,153,103,111,24
390058,150,115,102,24
390059,149,119,101,24
390060,149,120,100,24
390279,143,108,125,24
390280,140,104,123,24
390335,138,112,125,24
390964,109,125,120,24
391106,108,116,125,24
391107,108,108,123,24
391108,109,127,122,24
391907,137,110,125,24
391908,142,153,125,24
391909,142,150,122,24
391910,142,154,119,24
391911,142,158,116,24
391912,142,161,109,24
391913,142,164,112,24
391914,142,147,125,24
